a_hat,Nu_hat,N_hat,No,trial,T,avg_n,N,type
-999.0,99.83333333333334,179.83333333333334,80,10,10,9.5,1000.0,Jackknife k = 2
-999.0,58.5,138.5,80,10,10,9.5,1000.0,Jackknife k = 1
-999.0,140.83333333333334,220.83333333333334,80,10,10,9.5,1000.0,Chao
28.257436467225588,524.3087209622505,656.3087209622505,132,10,15,9.866666666666667,1000.0,Pseudolikelihood
-999.0,1018.9851986872538,1150.9851986872538,132,10,15,9.866666666666667,1000.0,Turing Geometric
-999.0,2.038956152055789,134.0389561520558,132,10,15,9.866666666666667,1000.0,Huggins
-999.0,398.75,530.75,132,10,15,9.866666666666667,1000.0,Schnabel
-999.0,415.5306409892812,547.5306409892812,132,10,15,9.866666666666667,1000.0,Zelterman
-999.0,320.7619047619048,452.7619047619048,132,10,15,9.866666666666667,1000.0,Jackknife k = 4
-999.0,265.8666666666667,397.8666666666667,132,10,15,9.866666666666667,1000.0,Jackknife k = 3
-999.0,363.04761904761904,495.04761904761904,132,10,15,9.866666666666667,1000.0,Jackknife k = 5
-999.0,116.0,248.0,132,10,15,9.866666666666667,1000.0,Conway-Maxwell-Poisson
-999.0,442.56928901948834,574.5692890194883,132,10,15,9.866666666666667,1000.0,Turing
-999.0,195.92380952380955,327.92380952380955,132,10,15,9.866666666666667,1000.0,Jackknife k = 2
-999.0,108.26666666666665,240.26666666666665,132,10,15,9.866666666666667,1000.0,Jackknife k = 1
-999.0,420.5,552.5,132,10,15,9.866666666666667,1000.0,Chao
46.42251919499842,284.85466811543915,443.85466811543915,159,10,20,9.9,1000.0,Pseudolikelihood
-999.0,569.4754739193968,728.4754739193968,159,10,20,9.9,1000.0,Turing Geometric
-999.0,1.5963440985898671,160.59634409858987,159,10,20,9.9,1000.0,Huggins
-999.0,248.1025641025641,407.1025641025641,159,10,20,9.9,1000.0,Schnabel
-999.0,188.53972487372022,347.5397248737202,159,10,20,9.9,1000.0,Zelterman
-999.0,257.1951754385965,416.1951754385965,159,10,20,9.9,1000.0,Jackknife k = 4
-999.0,237.93669590643282,396.9366959064328,159,10,20,9.9,1000.0,Jackknife k = 3
-999.0,254.92105263157896,413.92105263157896,159,10,20,9.9,1000.0,Jackknife k = 5
-999.0,6.254563639321901,165.2545636393219,159,10,20,9.9,1000.0,Conway-Maxwell-Poisson
-999.0,234.05333401048375,393.05333401048375,159,10,20,9.9,1000.0,Turing
-999.0,192.3026315789474,351.3026315789474,159,10,20,9.9,1000.0,Jackknife k = 2
-999.0,114.94999999999999,273.95,159,10,20,9.9,1000.0,Jackknife k = 1
-999.0,197.85135135135135,356.85135135135135,159,10,20,9.9,1000.0,Chao
40.21222870227838,586.3281945840624,629.3281945840624,43,100,5,8.8,1000.0,Pseudolikelihood
-999.0,1827.249966188805,1870.249966188805,43,100,5,8.8,1000.0,Turing Geometric
-999.0,3.5863880512218955,46.586388051221896,43,100,5,8.8,1000.0,Huggins
-999.0,660.0,703.0,43,100,5,8.8,1000.0,Schnabel
-999.0,881.6706284721964,924.6706284721964,43,100,5,8.8,1000.0,Zelterman
-999.0,82.75,125.75,43,100,5,8.8,1000.0,Jackknife k = 4
-999.0,74.65,117.65,43,100,5,8.8,1000.0,Jackknife k = 3
-999.0,82.75,125.75,43,100,5,8.8,1000.0,Jackknife k = 5
-999.0,5.356665098672487,48.35666509867249,43,100,5,8.8,1000.0,Conway-Maxwell-Poisson
-999.0,718.1750065927382,761.1750065927382,43,100,5,8.8,1000.0,Turing
-999.0,58.349999999999994,101.35,43,100,5,8.8,1000.0,Jackknife k = 2
-999.0,33.599999999999994,76.6,43,100,5,8.8,1000.0,Jackknife k = 1
-999.0,882.0,925.0,43,100,5,8.8,1000.0,Chao
0.020927733994577893,98252.02440290841,98361.02440290841,109,100,10,11.2,1000.0,Pseudolikelihood
-999.0,4719.077772785676,4828.077772785676,109,100,10,11.2,1000.0,Turing Geometric
-999.0,3.1300745675328017,112.1300745675328,109,100,10,11.2,1000.0,Huggins
-999.0,1685.0,1794.0,109,100,10,11.2,1000.0,Schnabel
-999.0,5777.16978094284,5886.16978094284,109,100,10,11.2,1000.0,Zelterman
-999.0,319.25694444444446,428.25694444444446,109,100,10,11.2,1000.0,Jackknife k = 4
-999.0,255.3986111111111,364.3986111111111,109,100,10,11.2,1000.0,Jackknife k = 3
-999.0,372.81944444444446,481.81944444444446,109,100,10,11.2,1000.0,Jackknife k = 5
-999.0,3.373044243766617e7,3.373055143766617e7,109,100,10,11.2,1000.0,Conway-Maxwell-Poisson
-999.0,2093.977569722025,2202.977569722025,109,100,10,11.2,1000.0,Turing
-999.0,181.18888888888887,290.18888888888887,109,100,10,11.2,1000.0,Jackknife k = 2
-999.0,96.30000000000001,205.3,109,100,10,11.2,1000.0,Jackknife k = 1
-999.0,5724.5,5833.5,109,100,10,11.2,1000.0,Chao
0.07827477343969286,31169.30969799212,31345.30969799212,176,100,15,12.2,1000.0,Pseudolikelihood
-999.0,4689.455976690853,4865.455976690853,176,100,15,12.2,1000.0,Turing Geometric
-999.0,2.856591105130178,178.85659110513018,176,100,15,12.2,1000.0,Huggins
-999.0,1942.2857142857142,2118.285714285714,176,100,15,12.2,1000.0,Schnabel
-999.0,2904.8626953475214,3080.8626953475214,176,100,15,12.2,1000.0,Zelterman
-999.0,548.3040293040294,724.3040293040294,176,100,15,12.2,1000.0,Jackknife k = 4
-999.0,431.4663003663004,607.4663003663004,176,100,15,12.2,1000.0,Jackknife k = 3
-999.0,653.3479853479854,829.3479853479854,176,100,15,12.2,1000.0,Jackknife k = 5
-999.0,153147.96305386326,153323.96305386326,176,100,15,12.2,1000.0,Conway-Maxwell-Poisson
-999.0,2142.385115296085,2318.385115296085,176,100,15,12.2,1000.0,Turing
-999.0,301.9761904761905,477.9761904761905,176,100,15,12.2,1000.0,Jackknife k = 2
-999.0,158.66666666666663,334.66666666666663,176,100,15,12.2,1000.0,Jackknife k = 1
-999.0,2890.0,3066.0,176,100,15,12.2,1000.0,Chao
0.15891429929609618,8750.445606952058,8997.445606952058,247,100,20,13.65,1000.0,Pseudolikelihood
-999.0,2493.075166135163,2740.075166135163,247,100,20,13.65,1000.0,Turing Geometric
-999.0,2.7269597950929096,249.7269597950929,247,100,20,13.65,1000.0,Huggins
-999.0,1019.0,1266.0,247,100,20,13.65,1000.0,Schnabel
-999.0,1521.4189696216022,1768.4189696216022,247,100,20,13.65,1000.0,Zelterman
-999.0,720.706131750946,967.706131750946,247,100,20,13.65,1000.0,Jackknife k = 4
-999.0,571.2416666666668,818.2416666666668,247,100,20,13.65,1000.0,Jackknife k = 3
-999.0,854.1049965600275,1101.1049965600275,247,100,20,13.65,1000.0,Jackknife k = 5
-999.0,13111.270130091001,13358.270130091001,247,100,20,13.65,1000.0,Conway-Maxwell-Poisson
-999.0,1122.5406503514405,1369.5406503514405,247,100,20,13.65,1000.0,Turing
-999.0,403.6052631578948,650.6052631578948,247,100,20,13.65,1000.0,Jackknife k = 2
-999.0,214.7,461.7,247,100,20,13.65,1000.0,Jackknife k = 1
-999.0,1502.235294117647,1749.235294117647,247,100,20,13.65,1000.0,Chao
42.62320041733081,643.1442533071307,689.1442533071307,46,101,5,9.2,1000.0,Pseudolikelihood
-999.0,Inf,Inf,46,101,5,9.2,1000.0,Turing Geometric
-999.0,3.878556557945828,49.87855655794583,46,101,5,9.2,1000.0,Huggins
-999.0,Inf,Inf,46,101,5,9.2,1000.0,Schnabel
-999.0,Inf,Inf,46,101,5,9.2,1000.0,Zelterman
-999.0,92.0,138.0,46,101,5,9.2,1000.0,Jackknife k = 4
-999.0,82.80000000000001,128.8,46,101,5,9.2,1000.0,Jackknife k = 3
-999.0,92.0,138.0,46,101,5,9.2,1000.0,Jackknife k = 5
-999.0,46.0,92.0,46,101,5,9.2,1000.0,Conway-Maxwell-Poisson
-999.0,Inf,Inf,46,101,5,9.2,1000.0,Turing
-999.0,64.39999999999999,110.39999999999999,46,101,5,9.2,1000.0,Jackknife k = 2
-999.0,36.80000000000001,82.80000000000001,46,101,5,9.2,1000.0,Jackknife k = 1
-999.0,Inf,Inf,46,101,5,9.2,1000.0,Chao
48.34759382865267,882.3598233189122,955.3598233189122,73,101,10,7.6,1000.0,Pseudolikelihood
-999.0,1739.0830164021081,1812.0830164021081,73,101,10,7.6,1000.0,Turing Geometric
-999.0,2.075744332876681,75.07574433287668,73,101,10,7.6,1000.0,Huggins
-999.0,748.6666666666666,821.6666666666666,73,101,10,7.6,1000.0,Schnabel
-999.0,815.6880314008657,888.6880314008657,73,101,10,7.6,1000.0,Zelterman
-999.0,200.16666666666669,273.1666666666667,73,101,10,7.6,1000.0,Jackknife k = 4
-999.0,162.36666666666667,235.36666666666667,73,101,10,7.6,1000.0,Jackknife k = 3
-999.0,230.83333333333331,303.8333333333333,73,101,10,7.6,1000.0,Jackknife k = 5
-999.0,70.0,143.0,73,101,10,7.6,1000.0,Conway-Maxwell-Poisson
-999.0,762.9555884443339,835.9555884443339,73,101,10,7.6,1000.0,Turing
-999.0,116.86666666666667,189.86666666666667,73,101,10,7.6,1000.0,Jackknife k = 2
-999.0,63.0,136.0,73,101,10,7.6,1000.0,Jackknife k = 1
-999.0,816.6666666666666,889.6666666666666,73,101,10,7.6,1000.0,Chao
55.85909875314852,2106.2291908668712,2238.2291908668712,132,101,15,9.066666666666666,1000.0,Pseudolikelihood
-999.0,4288.999770326122,4420.999770326122,132,101,15,9.066666666666666,1000.0,Turing Geometric
-999.0,2.150240709364425,134.15024070936443,132,101,15,9.066666666666666,1000.0,Huggins
-999.0,1926.75,2058.75,132,101,15,9.066666666666666,1000.0,Schnabel
-999.0,2046.6874552450486,2178.6874552450486,132,101,15,9.066666666666666,1000.0,Zelterman
-999.0,410.19047619047626,542.1904761904763,132,101,15,9.066666666666666,1000.0,Jackknife k = 4
-999.0,323.8666666666667,455.8666666666667,132,101,15,9.066666666666666,1000.0,Jackknife k = 3
-999.0,486.7619047619048,618.7619047619048,132,101,15,9.066666666666666,1000.0,Jackknife k = 5
-999.0,30.38375142917704,162.38375142917704,132,101,15,9.066666666666666,1000.0,Conway-Maxwell-Poisson
-999.0,1966.8920795721874,2098.8920795721874,132,101,15,9.066666666666666,1000.0,Turing
-999.0,227.18095238095236,359.18095238095236,132,101,15,9.066666666666666,1000.0,Jackknife k = 2
-999.0,119.46666666666667,251.46666666666667,132,101,15,9.066666666666666,1000.0,Jackknife k = 1
-999.0,2048.0,2180.0,132,101,15,9.066666666666666,1000.0,Chao
32.06214651662029,643.240895314411,808.240895314411,165,101,20,9.25,1000.0,Pseudolikelihood
-999.0,1313.0073569695971,1478.0073569695971,165,101,20,9.25,1000.0,Turing Geometric
-999.0,1.7939579026590593,166.79395790265906,165,101,20,9.25,1000.0,Huggins
-999.0,600.3,765.3,165,101,20,9.25,1000.0,Schnabel
-999.0,590.0536470088817,755.0536470088817,165,101,20,9.25,1000.0,Zelterman
-999.0,431.4451754385965,596.4451754385965,165,101,20,9.25,1000.0,Jackknife k = 4
-999.0,351.3866959064328,516.3866959064328,165,101,20,9.25,1000.0,Jackknife k = 3
-999.0,497.42105263157896,662.421052631579,165,101,20,9.25,1000.0,Jackknife k = 5
-999.0,303.11945366329087,468.11945366329087,165,101,20,9.25,1000.0,Conway-Maxwell-Poisson
-999.0,583.0161325083491,748.0161325083491,165,101,20,9.25,1000.0,Turing
-999.0,254.7526315789474,419.7526315789474,165,101,20,9.25,1000.0,Jackknife k = 2
-999.0,138.7,303.7,165,101,20,9.25,1000.0,Jackknife k = 1
-999.0,592.1111111111111,757.1111111111111,165,101,20,9.25,1000.0,Chao
37.643041857066,472.774917367043,508.774917367043,36,102,5,7.4,1000.0,Pseudolikelihood
-999.0,1277.7499517560764,1313.7499517560764,36,102,5,7.4,1000.0,Turing Geometric
-999.0,2.996172922838852,38.99617292283885,36,102,5,7.4,1000.0,Huggins
-999.0,490.0,526.0,36,102,5,7.4,1000.0,Schnabel
-999.0,612.1714192427073,648.1714192427073,36,102,5,7.4,1000.0,Zelterman
-999.0,68.75,104.75,36,102,5,7.4,1000.0,Jackknife k = 4
-999.0,62.05,98.05,36,102,5,7.4,1000.0,Jackknife k = 3
-999.0,68.75,104.75,36,102,5,7.4,1000.0,Jackknife k = 5
-999.0,35.0,71.0,36,102,5,7.4,1000.0,Conway-Maxwell-Poisson
-999.0,500.4750094066577,536.4750094066577,36,102,5,7.4,1000.0,Turing
-999.0,48.55,84.55,36,102,5,7.4,1000.0,Jackknife k = 2
-999.0,28.0,64.0,36,102,5,7.4,1000.0,Jackknife k = 1
-999.0,612.5,648.5,36,102,5,7.4,1000.0,Chao
52.05224077478493,1335.775413403222,1408.775413403222,73,102,10,7.5,1000.0,Pseudolikelihood
-999.0,2627.4999061385406,2700.4999061385406,73,102,10,7.5,1000.0,Turing Geometric
-999.0,2.091166512805671,75.09116651280567,73,102,10,7.5,1000.0,Huggins
-999.0,1136.0,1209.0,73,102,10,7.5,1000.0,Schnabel
-999.0,1259.5927048761691,1332.5927048761691,73,102,10,7.5,1000.0,Zelterman
-999.0,206.44444444444446,279.44444444444446,73,102,10,7.5,1000.0,Jackknife k = 4
-999.0,166.64444444444445,239.64444444444445,73,102,10,7.5,1000.0,Jackknife k = 3
-999.0,239.05555555555554,312.05555555555554,73,102,10,7.5,1000.0,Jackknife k = 5
-999.0,71.0,144.0,73,102,10,7.5,1000.0,Conway-Maxwell-Poisson
-999.0,1162.595380111477,1235.595380111477,73,102,10,7.5,1000.0,Turing
-999.0,119.27777777777777,192.27777777777777,73,102,10,7.5,1000.0,Jackknife k = 2
-999.0,63.900000000000006,136.9,73,102,10,7.5,1000.0,Jackknife k = 1
-999.0,1260.25,1333.25,73,102,10,7.5,1000.0,Chao
54.88895952398401,1899.8154574595771,2019.8154574595771,120,102,15,8.2,1000.0,Pseudolikelihood
-999.0,4739.249882775862,4859.249882775862,120,102,15,8.2,1000.0,Turing Geometric
-999.0,1.960665735037054,121.96066573503705,120,102,15,8.2,1000.0,Huggins
-999.0,2053.3333333333335,2173.3333333333335,120,102,15,8.2,1000.0,Schnabel
-999.0,2280.51279803689,2400.51279803689,120,102,15,8.2,1000.0,Zelterman
-999.0,377.64285714285717,497.64285714285717,120,102,15,8.2,1000.0,Jackknife k = 4
-999.0,297.5,417.5,120,102,15,8.2,1000.0,Jackknife k = 3
-999.0,449.07142857142856,569.0714285714286,120,102,15,8.2,1000.0,Jackknife k = 5
-999.0,25.99655492963595,145.99655492963595,120,102,15,8.2,1000.0,Conway-Maxwell-Poisson
-999.0,2180.0690558264473,2300.0690558264473,120,102,15,8.2,1000.0,Turing
-999.0,208.1857142857143,328.1857142857143,120,102,15,8.2,1000.0,Jackknife k = 2
-999.0,109.19999999999999,229.2,120,102,15,8.2,1000.0,Jackknife k = 1
-999.0,2281.5,2401.5,120,102,15,8.2,1000.0,Chao
52.76152414599667,212.37795934716743,364.37795934716746,152,102,20,9.9,1000.0,Pseudolikelihood
-999.0,437.0565893614855,589.0565893614855,152,102,20,9.9,1000.0,Turing Geometric
-999.0,1.4752730419183706,153.47527304191837,152,102,20,9.9,1000.0,Huggins
-999.0,219.7826086956522,371.7826086956522,152,102,20,9.9,1000.0,Schnabel
-999.0,140.31422789036026,292.31422789036026,152,102,20,9.9,1000.0,Zelterman
-999.0,206.75657894736838,358.7565789473684,152,102,20,9.9,1000.0,Jackknife k = 4
-999.0,199.71798245614036,351.71798245614036,152,102,20,9.9,1000.0,Jackknife k = 3
-999.0,194.40789473684208,346.4078947368421,152,102,20,9.9,1000.0,Jackknife k = 5
-999.0,19.6771180526016,171.6771180526016,152,102,20,9.9,1000.0,Conway-Maxwell-Poisson
-999.0,173.81584748834916,325.81584748834916,152,102,20,9.9,1000.0,Turing
-999.0,167.54473684210524,319.54473684210524,152,102,20,9.9,1000.0,Jackknife k = 2
-999.0,103.55000000000001,255.55,152,102,20,9.9,1000.0,Jackknife k = 1
-999.0,148.5125,300.5125,152,102,20,9.9,1000.0,Chao
44.06042411285154,726.4643364321327,777.4643364321327,51,103,5,10.2,1000.0,Pseudolikelihood
-999.0,Inf,Inf,51,103,5,10.2,1000.0,Turing Geometric
-999.0,4.300138792505194,55.300138792505194,51,103,5,10.2,1000.0,Huggins
-999.0,Inf,Inf,51,103,5,10.2,1000.0,Schnabel
-999.0,Inf,Inf,51,103,5,10.2,1000.0,Zelterman
-999.0,102.0,153.0,51,103,5,10.2,1000.0,Jackknife k = 4
-999.0,91.80000000000001,142.8,51,103,5,10.2,1000.0,Jackknife k = 3
-999.0,102.0,153.0,51,103,5,10.2,1000.0,Jackknife k = 5
-999.0,51.0,102.0,51,103,5,10.2,1000.0,Conway-Maxwell-Poisson
-999.0,Inf,Inf,51,103,5,10.2,1000.0,Turing
-999.0,71.39999999999999,122.39999999999999,51,103,5,10.2,1000.0,Jackknife k = 2
-999.0,40.80000000000001,91.80000000000001,51,103,5,10.2,1000.0,Jackknife k = 1
-999.0,Inf,Inf,51,103,5,10.2,1000.0,Chao
50.749926932425744,136.77237716872838,245.77237716872838,109,103,10,14.5,1000.0,Pseudolikelihood
-999.0,292.80055047056595,401.80055047056595,109,103,10,14.5,1000.0,Turing Geometric
-999.0,2.6447199879855248,111.64471998798552,109,103,10,14.5,1000.0,Huggins
-999.0,120.16666666666666,229.16666666666666,109,103,10,14.5,1000.0,Schnabel
-999.0,101.9235491748752,210.9235491748752,109,103,10,14.5,1000.0,Zelterman
-999.0,145.36111111111111,254.36111111111111,109,103,10,14.5,1000.0,Jackknife k = 4
-999.0,134.12777777777774,243.12777777777774,109,103,10,14.5,1000.0,Jackknife k = 3
-999.0,149.44444444444446,258.44444444444446,109,103,10,14.5,1000.0,Jackknife k = 5
-999.0,42.87093723472543,151.87093723472543,109,103,10,14.5,1000.0,Conway-Maxwell-Poisson
-999.0,106.82970074340483,215.82970074340483,109,103,10,14.5,1000.0,Turing
-999.0,110.98888888888888,219.98888888888888,109,103,10,14.5,1000.0,Jackknife k = 2
-999.0,69.30000000000001,178.3,109,103,10,14.5,1000.0,Jackknife k = 1
-999.0,105.875,214.875,109,103,10,14.5,1000.0,Chao
23.57295049632704,224.30480735710495,361.30480735710495,137,103,15,11.533333333333333,1000.0,Pseudolikelihood
-999.0,483.08133025100324,620.0813302510032,137,103,15,11.533333333333333,1000.0,Turing Geometric
-999.0,1.9565742342776105,138.9565742342776,137,103,15,11.533333333333333,1000.0,Huggins
-999.0,184.69444444444446,321.69444444444446,137,103,15,11.533333333333333,1000.0,Schnabel
-999.0,194.4352171585495,331.4352171585495,137,103,15,11.533333333333333,1000.0,Zelterman
-999.0,243.5970695970696,380.5970695970696,137,103,15,11.533333333333333,1000.0,Jackknife k = 4
-999.0,212.99853479853482,349.9985347985348,137,103,15,11.533333333333333,1000.0,Jackknife k = 3
-999.0,262.91575091575095,399.91575091575095,137,103,15,11.533333333333333,1000.0,Jackknife k = 5
-999.0,135.46554820940827,272.46554820940827,137,103,15,11.533333333333333,1000.0,Conway-Maxwell-Poisson
-999.0,193.65478898938147,330.6547889893815,137,103,15,11.533333333333333,1000.0,Turing
-999.0,166.46666666666664,303.46666666666664,137,103,15,11.533333333333333,1000.0,Jackknife k = 2
-999.0,98.0,235.0,137,103,15,11.533333333333333,1000.0,Jackknife k = 1
-999.0,196.875,333.875,137,103,15,11.533333333333333,1000.0,Chao
37.73880028400735,421.6873652791418,613.6873652791418,192,103,20,11.55,1000.0,Pseudolikelihood
-999.0,901.4632646940997,1093.4632646940997,192,103,20,11.55,1000.0,Turing Geometric
-999.0,1.9926412449217992,193.9926412449218,192,103,20,11.55,1000.0,Huggins
-999.0,337.9487179487179,529.9487179487179,192,103,20,11.55,1000.0,Schnabel
-999.0,396.495657756034,588.495657756034,192,103,20,11.55,1000.0,Zelterman
-999.0,418.4780701754386,610.4780701754386,192,103,20,11.55,1000.0,Jackknife k = 4
-999.0,351.8020467836259,543.8020467836259,192,103,20,11.55,1000.0,Jackknife k = 3
-999.0,468.9473684210526,660.9473684210526,192,103,20,11.55,1000.0,Jackknife k = 5
-999.0,384.22171351985435,576.2217135198543,192,103,20,11.55,1000.0,Conway-Maxwell-Poisson
-999.0,382.8146147399749,574.8146147399749,192,103,20,11.55,1000.0,Turing
-999.0,264.01842105263154,456.01842105263154,192,103,20,11.55,1000.0,Jackknife k = 2
-999.0,149.14999999999998,341.15,192,103,20,11.55,1000.0,Jackknife k = 1
-999.0,397.5645161290322,589.5645161290322,192,103,20,11.55,1000.0,Chao
38.594476297589765,448.4622010476453,482.4622010476453,34,104,5,6.8,1000.0,Pseudolikelihood
-999.0,Inf,Inf,34,104,5,6.8,1000.0,Turing Geometric
-999.0,2.8667591950034677,36.86675919500347,34,104,5,6.8,1000.0,Huggins
-999.0,Inf,Inf,34,104,5,6.8,1000.0,Schnabel
-999.0,Inf,Inf,34,104,5,6.8,1000.0,Zelterman
-999.0,68.0,102.0,34,104,5,6.8,1000.0,Jackknife k = 4
-999.0,61.2,95.2,34,104,5,6.8,1000.0,Jackknife k = 3
-999.0,68.0,102.0,34,104,5,6.8,1000.0,Jackknife k = 5
-999.0,34.0,68.0,34,104,5,6.8,1000.0,Conway-Maxwell-Poisson
-999.0,Inf,Inf,34,104,5,6.8,1000.0,Turing
